entry_month,PERMNO,weight
2023-08-01,10107,0.02171964049942622
2023-08-01,12060,0.09813470404362276
2023-08-01,13407,1.5413830564058348e-18
2023-08-01,13511,0.02464657259890084
2023-08-01,13760,1.4059642241336702e-18
2023-08-01,14542,0.0
2023-08-01,14593,0.04219205216629462
2023-08-01,14702,1.4798521677908579e-18
2023-08-01,16309,1.4140491907111709e-18
2023-08-01,16655,0.0
2023-08-01,18267,0.006968774382485385
2023-08-01,18576,0.0
2023-08-01,18726,0.0
2023-08-01,18911,1.2212384476155673e-19
2023-08-01,19788,0.0
2023-08-01,20189,0.0
2023-08-01,20190,1.1407738969980373e-18
2023-08-01,20892,0.0
2023-08-01,20894,0.0
2023-08-01,32942,0.1
2023-08-01,48486,0.0
2023-08-01,50876,0.1
2023-08-01,54148,4.0545031604486046e-19
2023-08-01,59248,0.1
2023-08-01,60628,0.05466860792383216
2023-08-01,61241,0.0
2023-08-01,62498,0.07227911176904284
2023-08-01,75154,0.0
2023-08-01,75510,0.0
2023-08-01,79094,0.0
2023-08-01,79145,0.0
2023-08-01,80320,0.04178409450945198
2023-08-01,82694,0.1
2023-08-01,84761,0.1
2023-08-01,85059,0.0
2023-08-01,85792,0.03760644210694326
2023-08-01,86580,4.514011656781836e-19
2023-08-01,87034,1.5411788853552044e-17
2023-08-01,88182,9.784590518412898e-20
2023-08-01,88860,5.289694941828215e-19
2023-08-01,89244,0.0
2023-08-01,89731,0.0
2023-08-01,90215,0.0
2023-08-01,90319,0.0
2023-08-01,90720,0.0
2023-08-01,91907,0.0
2023-08-01,93002,0.0
2023-08-01,93132,0.0
2023-08-01,93436,1.392222953423072e-18
2023-09-01,10104,0.09761226131982864
2023-09-01,10107,0.0
2023-09-01,11533,0.0
2023-09-01,11762,0.0643090740413863
2023-09-01,12060,0.05482857630714325
2023-09-01,13407,8.993640205989413e-19
2023-09-01,13447,9.984592278581117e-19
2023-09-01,13628,3.211165877005878e-19
2023-09-01,14542,0.0
2023-09-01,14702,0.0
2023-09-01,14714,0.0
2023-09-01,16309,1.2782643838866038e-18
2023-09-01,16655,2.0230038421678685e-18
2023-09-01,16736,0.1
2023-09-01,18267,0.0
2023-09-01,18576,2.3913233573689377e-18
2023-09-01,18726,0.0
2023-09-01,19788,2.3491628312419002e-20
2023-09-01,20189,2.092706946907321e-18
2023-09-01,20894,1.156310475999909e-18
2023-09-01,46886,7.081496336960505e-19
2023-09-01,48486,0.0
2023-09-01,50876,0.1
2023-09-01,52978,0.07473753828705532
2023-09-01,54148,2.332611033366938e-18
2023-09-01,59328,0.0
2023-09-01,61241,5.66527745042695e-19
2023-09-01,63467,0.07430105140688575
2023-09-01,75154,0.0
2023-09-01,75510,3.978792256231281e-19
2023-09-01,78975,3.496043867156136e-18
2023-09-01,79094,0.0
2023-09-01,79145,9.515184730819152e-19
2023-09-01,82694,0.1
2023-09-01,84788,3.097236881487436e-19
2023-09-01,86580,1.3966404486579739e-18
2023-09-01,87034,0.0
2023-09-01,87299,0.1
2023-09-01,88352,3.59022090661994e-18
2023-09-01,89244,1.5007534131497879e-18
2023-09-01,89393,2.095766606646609e-18
2023-09-01,90215,7.135619315410856e-19
2023-09-01,90248,0.1
2023-09-01,90319,0.0
2023-09-01,90720,5.56973559585295e-19
2023-09-01,91849,0.034211498637700774
2023-09-01,91907,7.738965983004096e-19
2023-09-01,93002,0.0
2023-09-01,93089,0.1
2023-10-01,11533,0.0
2023-10-01,11762,0.006712029479399978
2023-10-01,12308,0.03354809574504138
2023-10-01,12591,0.0
2023-10-01,13407,5.92539219289032e-19
2023-10-01,13760,1.816098939627556e-19
2023-10-01,13928,0.051392262048674135
2023-10-01,14542,0.0
2023-10-01,14617,0.0
2023-10-01,16309,9.511882842394283e-19
2023-10-01,16655,1.3017019762043139e-18
2023-10-01,16736,0.041060864199777836
2023-10-01,18224,6.826903637476269e-19
2023-10-01,18267,0.0
2023-10-01,18576,1.790510670488305e-18
2023-10-01,18911,7.525628925790417e-19
2023-10-01,19788,6.333140558730283e-19
2023-10-01,20189,1.0606326055141055e-18
2023-10-01,20894,2.1320463426430968e-19
2023-10-01,23819,0.0
2023-10-01,24328,2.422449918043023e-18
2023-10-01,32942,0.03928759197403607
2023-10-01,50876,0.1
2023-10-01,52978,0.04460717821291169
2023-10-01,54148,1.5679217373981074e-18
2023-10-01,59248,0.1
2023-10-01,75034,0.03812695905868721
2023-10-01,75154,8.535321468988641e-19
2023-10-01,75510,0.0
2023-10-01,79094,0.0
2023-10-01,79145,5.198585624291043e-19
2023-10-01,81061,0.1
2023-10-01,82486,0.1
2023-10-01,82694,0.030261751536191792
2023-10-01,83011,5.688042009876466e-20
2023-10-01,84788,0.0
2023-10-01,86580,0.0
2023-10-01,87034,5.348564824361507e-18
2023-10-01,87299,0.1
2023-10-01,89244,1.166570038794166e-19
2023-10-01,89781,0.090040969995531
2023-10-01,90319,8.975152642414984e-19
2023-10-01,90373,0.024962297749748674
2023-10-01,90720,1.0160208036247904e-18
2023-10-01,91849,6.4684273197718824e-18
2023-10-01,91907,6.40715414756698e-19
2023-10-01,92108,1.101854830026691e-18
2023-10-01,93002,0.0
2023-10-01,93089,0.1
2023-11-01,11762,0.031000634291905447
2023-11-01,12591,0.0
2023-11-01,12872,0.05543439709099083
2023-11-01,13407,1.7760958930589437e-19
2023-11-01,13447,9.102243808981688e-19
2023-11-01,13511,0.0160963175554739
2023-11-01,13949,1.4918637203502917e-19
2023-11-01,13964,0.0552698838862611
2023-11-01,14714,0.0
2023-11-01,16655,0.0
